Show_ID,Performing,date,time,genre,venue,city,state,long,lat
109,A Conversation With Victoria Monét With Special Guest D'Mile,2023-12-13,19:30:00,Pop,The GRAMMY Museum,Los Angeles,CA,-118.264647,34.04441
110,Raja Kumari,2023-12-13,20:00:00,Other,Roxy Theatre-CA,West Hollywood,CA,-118.3815,34.0942
111,Molly Tuttle Band,2023-12-13,20:00:00,Other,Troubadour,West Hollywood,CA,-118.3815,34.0942
112,Jay Cinco Presents: Hear My Story,2023-12-14,18:30:00,Pop,The Moroccan Lounge,Los Angeles,CA,-118.23365,34.04898
113,Ozomatli,2023-12-14,19:00:00,World,Ventura Music Hall,Ventura,CA,-119.330399,34.348801
114,Maxo,2023-12-14,19:00:00,Rock,The Echo,Los Angeles,CA,-118.260108,34.077729
115,Mixed Feelings Presents: YENDRY,2023-12-14,19:00:00,Latin,Echoplex,Los Angeles,CA,-118.2606316,34.0775847
116,The Bobby Lees,2023-12-14,19:00:00,Rock,Constellation Room,Santa Ana,CA,-117.917493,33.699879
117,LIL TJAY - BEAT THE ODDS TOUR,2023-12-14,19:00:00,Hip-Hop/Rap,Hollywood Palladium,Hollywood,CA,-118.32421313,34.09850537
118,The White Buffalo,2023-12-14,19:00:00,Rock,The Observatory,Santa Ana,CA,-117.9175717,33.6997648
119,The Drop: Tate McRae,2023-12-14,19:30:00,Pop,The GRAMMY Museum,Los Angeles,CA,-118.264647,34.04441
120,Mextour Live Featuring Eslabon Armado And Deorro,2023-12-14,19:30:00,Latin,The Torch at LA Coliseum,Los Angeles,CA,-118.28297,34.01468
121,Raekwon w/ Ghostface Killah,2023-12-14,20:00:00,Other,The Novo by Microsoft,Los Angeles,CA,-118.266403,34.0397
122,Death From Above 1979,2023-12-14,20:00:00,Other,Roxy Theatre-CA,West Hollywood,CA,-118.3815,34.0942
123,Emmanuel,2023-12-14,20:00:00,Other,Yaamava' Resort & Casino at San Manuel,Highland,CA,-117.153198,34.1353
124,Lit,2023-12-14,20:00:00,Rock,Morongo Casino Resort and Spa,Cabazon,CA,-116.80553543,33.92210864
125,Dylan Matthew,2023-12-14,20:00:00,Pop,Teragram Ballroom,Los Angeles,CA,-118.267076,34.051841
126,Vegyn,2023-12-14,21:00:00,Other,The Fonda Theatre,Los Angeles,CA,-118.326897,34.0998
127,Harbour,2023-12-14,21:00:00,Other,Pappy and Harriets Pioneertown Palace,Pioneertown,CA,-116.548203,34.194401
128,Shanin Blake,2023-12-14,21:30:00,Pop,The Moroccan Lounge,Los Angeles,CA,-118.23365,34.04898
129,Emo Nite presents Grave at the Torch / 18+,2023-12-15,17:00:00,Dance/Electronic,The Torch at LA Coliseum,Los Angeles,CA,-118.28297,34.01468
130,Cattle Decapitation,2023-12-15,18:00:00,Rock,The Belasco,Los Angeles,CA,-118.2592392,34.04024506
131,For the Children 2023 Pre-Show: Seeyouspacecowboy (Songs for the Firin,2023-12-15,18:30:00,Metal,The Midnight Hour,San Fernando,CA,-118.2592392,34.04024506
132,Andrew Michael Wells,2023-12-15,18:30:00,Rock,Constellation Room,Santa Ana,CA,-117.917493,33.699879
133,helloworld,2023-12-15,18:30:00,Rock,The Moroccan Lounge,Los Angeles,CA,-118.23365,34.04898
134,Hiss Golden Messenger,2023-12-15,19:00:00,Other,Troubadour,West Hollywood,CA,-118.3815,34.0942
135,Jazmin Bean - The Terrified Tour,2023-12-15,19:00:00,Metal,The Parish at House of Blues Anaheim,Anaheim,CA,-117.912474,33.806533
136,Ozomatli,2023-12-15,19:00:00,Latin,The Observatory,Santa Ana,CA,-117.9175717,33.6997648
137,Flatbush Zombies: BetterOffDead 10 Year Anniversary,2023-12-15,19:00:00,Hip-Hop/Rap,House of Blues Anaheim,Anaheim,CA,-117.9229975,33.8095868
138,Gilberto Santa Rosa,2023-12-15,19:00:00,Latin,The Wiltern,Los Angeles,CA,-118.30879207,34.06141494
139,"Graf Orlock with Thou, and Dangers",2023-12-15,19:00:00,Rock,Echoplex,Los Angeles,CA,-118.2606316,34.0775847
140,"Castillo ""Pleasure & Pain"" Record Release Party W/ Home Front, Conserv",2023-12-15,19:30:00,Rock,First Street Pool and Billiard Parlor ,Los Angeles,CA,-118.2606316,34.0775847
141,Depeche Mode: Memento Mori Tour,2023-12-15,19:30:00,Rock,Crypto.com Arena,Los Angeles,CA,-118.267253,34.043003
142,Red Hot Cholo Peppers,2023-12-15,20:00:00,Rock,Copper Blues Oxnard Resturant,Oxnard,CA,-119.176274,34.240229
143,Friday's I'm In Love featuring The Reflexx & Red Rocker's John Griffith,2023-12-15,20:00:00,Undefined,The Biergarten at Old World HB,Huntington Beach,CA,-117.9966533,33.73469267
144,DJ Quik w/ Jon B.,2023-12-15,20:00:00,Dance/Electronic,The Novo by Microsoft,Los Angeles,CA,-118.266403,34.0397
145,Death From Above 1979,2023-12-15,20:00:00,Other,Roxy Theatre-CA,West Hollywood,CA,-118.3815,34.0942
146,Linda Eder,2023-12-15,20:00:00,Other,Irvine Barclay Theatre,Irvine,CA,-117.794296,33.641499
147,Dave Koz,2023-12-15,20:00:00,Blues,Cerritos Center,Cerritos,CA,-118.067596,33.867298
148,Disco Tehran,2023-12-15,20:00:00,Rock,Teragram Ballroom,Los Angeles,CA,-118.267076,34.051841
149,Echo & Insomniac Present: veggi,2023-12-15,20:00:00,Dance/Electronic,The Echo,Los Angeles,CA,-118.260108,34.077729
150,Bea Miller,2023-12-15,20:30:00,Pop,El Rey Theatre - Los Angeles,Los Angeles,CA,-118.349998,34.070202
151,Ambrosia,2023-12-15,21:00:00,Rock,Canyon Club-CA,Agoura Hills,CA,-118.762497,34.140301
152,"James Blake, Rhonda, and Matte Present: CMYK",2023-12-15,21:00:00,Dance/Electronic,The Bellwether,Los Angeles,CA,-118.25837,34.0573
153,Missus Jones,2023-12-15,21:00:00,Rock,The Peppermint Club,Los Angeles,CA,-118.381072,34.076851
154,Banda Los Sebastianes,2023-12-15,21:00:00,Latin,Morongo Casino Resort and Spa,Cabazon,CA,-116.80553543,33.92210864
155,Honey Dijon Presents Transmutation,2023-12-15,21:00:00,Dance/Electronic,Hollywood Palladium,Hollywood,CA,-118.32421313,34.09850537
156,BetterOffDEAD 10-year Anniversary,2023-12-15,21:15:00,Hip-Hop/Rap,House of Blues Anaheim,Anaheim,CA,-117.9229975,33.8095868
157,Playback Fantasy - Ítalo Disco & Darkwave,2023-12-15,21:30:00,Dance/Electronic,The Moroccan Lounge,Los Angeles,CA,-118.23365,34.04898
158,DJ Dapechemode,2023-12-15,22:00:00,Dance/Electronic,Copper Blues Oxnard Resturant,Oxnard,CA,-119.176274,34.240229
159,Cumbiaton (21+),2023-12-15,22:00:00,Dance/Electronic,The Regent Theater,Los Angeles,CA,-118.24799,34.0473
160,SOS Booking Toy Drive - Day 1 Single Day Ticket,2023-12-16,12:00:00,Metal,The Belasco,Los Angeles,CA,-118.2592392,34.04024506
161,SOS Booking Toy Drive 2-Day Event,2023-12-16,12:00:00,Metal,The Belasco,Los Angeles,CA,-118.2592392,34.04024506
162,Nochebuena,2023-12-16,15:00:00,Other,The Soraya,Northridge,CA,-118.5,34.2439
163,"Bleeding Through - 20 Years of This Is Love, This Is Murderous",2023-12-16,16:30:00,Rock,House of Blues Anaheim,Anaheim,CA,-117.9229975,33.8095868
164,John Summit,2023-12-16,17:00:00,Dance/Electronic,BMO Stadium,Los Angeles,CA,-118.284926,34.012879
165,Crown the Empire,2023-12-16,17:30:00,Metal,Teragram Ballroom,Los Angeles,CA,-118.267076,34.051841
166,"Bad Rabbits with Leon Knight, and Sayak Das",2023-12-16,18:30:00,R&B,Echoplex,Los Angeles,CA,-118.2606316,34.0775847
167,Pardyalone,2023-12-16,18:30:00,Hip-Hop/Rap,The Moroccan Lounge,Los Angeles,CA,-118.23365,34.04898
168,Led Zepagain and Herway to Hell,2023-12-16,19:00:00,Undefined,The Biergarten at Old World HB,Huntington Beach,CA,-117.9966533,33.73469267
169,Breaking Sound 12 16 2023 At The Peppermint Club,2023-12-16,19:00:00,Rock,The Peppermint Club,Los Angeles,CA,-118.381072,34.076851
170,The Lemon Twigs with Special Guest: Chris Stamey,2023-12-16,19:00:00,Rock,The Regent Theater,Los Angeles,CA,-118.24799,34.0473
171,Queens of the Stone Age - The End is Nero,2023-12-16,19:00:00,Rock,Kia Forum,Inglewood,CA,-118.341868,33.9583
172,The Echo Presents - BARDO of Chicano Batman with Xiutezcatl,2023-12-16,19:00:00,Pop,The Echo,Los Angeles,CA,-118.260108,34.077729
173,TOArts presents Boleros de Navidad,2023-12-16,19:30:00,Latin,"Scherr Forum- B of A Performing Arts Center, Thousand Oaks",Thousand Oaks,CA,-118.849491,34.175071
174,Celtic Woman,2023-12-16,20:00:00,World,Renee and Henry Segerstrom Concert Hall,Costa Mesa,CA,-117.908699,33.6791
175,Gay Men's Chorus of Los Angeles,2023-12-16,20:00:00,Other,Saban Theatre,Beverly Hills,CA,-118.382896,34.064899
176,Jeff Rosenstock,2023-12-16,20:00:00,Other,The Novo by Microsoft,Los Angeles,CA,-118.266403,34.0397
177,Agent Orange,2023-12-16,20:00:00,Other,Saint Rocke,Hermosa Beach,CA,-118.3964,33.865101
178,Nochebuena,2023-12-16,20:00:00,Other,The Soraya,Northridge,CA,-118.5,34.2439
179,Dave Koz,2023-12-16,20:00:00,Blues,Cerritos Center,Cerritos,CA,-118.067596,33.867298
180,Highly Suspect,2023-12-16,20:00:00,Rock,Troubadour,West Hollywood,CA,-118.3815,34.0942
181,Bone Thugs-N-Harmony,2023-12-16,20:00:00,Hip-Hop/Rap,The Bellwether,Los Angeles,CA,-118.25837,34.0573
182,MARAUDA presents SLAUGHTER OF HARMONY,2023-12-16,20:00:00,Dance/Electronic,Hollywood Palladium,Hollywood,CA,-118.32421313,34.09850537
183,The Whispers,2023-12-16,20:00:00,R&B,Morongo Casino Resort and Spa,Cabazon,CA,-116.80553543,33.92210864
184,Girls Night Live,2023-12-16,20:00:00,World,Pechanga Resort Casino,Temecula,CA,-117.1059,33.455577
185,Live from Los Angeles,2023-12-16,20:20:00,Metal,Teragram Ballroom,Los Angeles,CA,-118.267076,34.051841
186,Grateful Shred,2023-12-16,20:30:00,Other,The Fonda Theatre,Los Angeles,CA,-118.326897,34.0998
187,Bea Miller,2023-12-16,20:30:00,Pop,El Rey Theatre - Los Angeles,Los Angeles,CA,-118.349998,34.070202
188,Queen Nation,2023-12-16,21:00:00,Other,Canyon Club-CA,Agoura Hills,CA,-118.762497,34.140301
189,Michael Seyer w/ Pincey,2023-12-16,21:00:00,Other,Roxy Theatre-CA,West Hollywood,CA,-118.3815,34.0942
190,DJ Quik,2023-12-16,21:00:00,Dance/Electronic,Ventura Music Hall,Ventura,CA,-119.330399,34.348801
191,Banda World - Live Banda X Perro Party (18+),2023-12-16,21:00:00,Latin,The Observatory,Santa Ana,CA,-117.9175717,33.6997648
192,Club Decades Presents: Club 1984 - A New Wave Dance Party,2023-12-16,21:30:00,Dance/Electronic,The Moroccan Lounge,Los Angeles,CA,-118.23365,34.04898
193,DJ Alex Solis,2023-12-16,22:00:00,Dance/Electronic,Copper Blues Oxnard Resturant,Oxnard,CA,-119.176274,34.240229
194,Club 90s Presents: Pink Friday 2 Album Release Party,2023-12-16,22:00:00,Dance/Electronic,Teragram Ballroom,Los Angeles,CA,-118.267076,34.051841
195,Sos Booking Toy Drive - Day 2 Single Day Ticket,2023-12-17,12:00:00,Metal,The Belasco,Los Angeles,CA,-118.2592392,34.04024506
196,A Country Christmas Toy Drive,2023-12-17,12:00:00,Undefined,Echoplex,Los Angeles,CA,-118.2606316,34.0775847
197,Los Angeles Philharmonic,2023-12-17,14:00:00,Classical,Walt Disney Concert Hall,Los Angeles,CA,-118.287804,34.003101
198,Irish Christmas,2023-12-17,14:00:00,World,Yucaipa Performing Arts Center Indoor Theatre,Yucaipa,CA,-117.038988,34.034569
199,Nochebuena,2023-12-17,15:00:00,Other,The Soraya,Northridge,CA,-118.5,34.2439
200,Gay Men's Chorus of Los Angeles,2023-12-17,15:30:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Saban Theatre,Beverly Hills,CA,-118.382896,34.064899
201,Elf in Concert,2023-12-17,16:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Peacock Theater - LA,Los Angeles,CA,-118.266403,34.0397
202,Irish Christmas,2023-12-17,18:30:00,"{'id': 'KnvZfZ7vAeF', 'name': 'World'}",Yucaipa Performing Arts Center Indoor Theatre,Yucaipa,CA,-117.038988,34.034569
203,Depeche Mode: Memento Mori Tour,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Crypto.com Arena,Los Angeles,CA,-118.267253,34.043003
204,Tower of Power,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAvd', 'name': 'Blues'}",Cerritos Center,Cerritos,CA,-118.067596,33.867298
205,Bardo of Chicano Batman,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAee', 'name': 'R&B'}",Constellation Room,Santa Ana,CA,-117.917493,33.699879
206,REASON - Off The Porch Tour with OG Dayv + more,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",The Echo,Los Angeles,CA,-118.260108,34.077729
207,TV Girl,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",The Observatory,Santa Ana,CA,-117.9175717,33.6997648
208,Element Band,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAeF', 'name': 'World'}",Alex Theatre,Glendale,CA,-118.25456238,34.14879227
209,Gary Hoey,2023-12-17,20:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Saint Rocke,Hermosa Beach,CA,-118.3964,33.865101
210,Domo Genesis,2023-12-17,20:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",Roxy Theatre-CA,West Hollywood,CA,-118.3815,34.0942
211,Highly Suspect,2023-12-17,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Troubadour,West Hollywood,CA,-118.3815,34.0942
212,Rachael and Vilray,2023-12-18,19:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Troubadour,West Hollywood,CA,-118.3815,34.0942
213,Josh Radnor with Ari Tibi,2023-12-18,19:00:00,"{'id': 'KnvZfZ7vAAE', 'name': 'Community/Civic'}",The Echo,Los Angeles,CA,-118.260108,34.077729
214,TV Girl,2023-12-18,19:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",The Observatory,Santa Ana,CA,-117.9175717,33.6997648
215,Katelyn Tarver,2023-12-18,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",The Moroccan Lounge,Los Angeles,CA,-118.23365,34.04898
216,Glare,2023-12-18,20:00:00,"{'id': 'KnvZfZ7vAvv', 'name': 'Alternative'}",Roxy Theatre-CA,West Hollywood,CA,-118.3815,34.0942
217,Jay Electronica,2023-12-19,19:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",The Observatory,Santa Ana,CA,-117.9175717,33.6997648
218,Reason - Off The Porch Tour,2023-12-19,19:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",Constellation Room,Santa Ana,CA,-117.917493,33.699879
219,Soulfill Music presents Jenny Oaks Baker & Family in Joy to the World!,2023-12-19,19:00:00,"{'id': 'KnvZfZ7vAvn', 'name': 'New Age'}","Fred Kavli Theatre- B of A Performing Arts Center,Thousand Oaks",Thousand Oaks,CA,-118.849491,34.175071
220,Kaskade,2023-12-19,19:30:00,"{'id': 'KnvZfZ7vAvF', 'name': 'Dance/Electronic'}",Orpheum Theatre,Los Angeles,CA,-118.25558624,34.04263554
221,X,2023-12-19,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Roxy Theatre-CA,West Hollywood,CA,-118.3815,34.0942
222,The Regrettes,2023-12-19,21:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",The Fonda Theatre,Los Angeles,CA,-118.326897,34.0998
223,Glassjaw - Celebrating XXX Years Of Making Things,2023-12-20,18:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",The Observatory,Santa Ana,CA,-117.9175717,33.6997648
224,8th Annual California Country Christmas,2023-12-20,19:00:00,"{'id': 'KnvZfZ7vAv6', 'name': 'Country'}",House of Blues Anaheim,Anaheim,CA,-117.9229975,33.8095868
225,Aqua,2023-12-20,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Hollywood Palladium,Hollywood,CA,-118.32421313,34.09850537
226,Kaskade,2023-12-20,19:30:00,"{'id': 'KnvZfZ7vAvF', 'name': 'Dance/Electronic'}",Orpheum Theatre,Los Angeles,CA,-118.25558624,34.04263554
