Show_ID,Performing,date,time,genre,venue,city,state,long,lat
208,Big Something: Headspace Tour with The Ries Brothers,2023-12-16,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",XL Live,Harrisburg,PA,-74.7603259,40.2372006
209,Madonna - The Celebration Tour,2023-12-16,20:30:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Barclays Center,Brooklyn,NY,-73.97519,40.68285
210,Start Making Sense,2023-12-16,21:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Racket NYC,New York,NY,-73.999702,40.740898
211,The Lox & Friends,2023-12-16,21:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",Westchester County Center,White Plains,NY,-73.77897623,41.03706474
212,What the Sound Presents:  More Fatter,2023-12-16,21:30:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mercury Lounge,New York,NY,-73.986806,40.722036
213,Benny Benassi,2023-12-16,23:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Marquee New York,New York,NY,-73.996696,40.75
214,A Charlie Brown Christmas - Live!,2023-12-17,12:00:00,"{'id': 'KnvZfZ7vAvk', 'name': ""Children's Music""}",Great Cedar Showroom at Foxwoods Resort Casino,Mashantucket,CT,-71.975699,41.4489233
215,Vienna Boys' Choir,2023-12-17,14:00:00,"{'id': 'KnvZfZ7vAeJ', 'name': 'Classical'}",Stern Auditorium / Perelman Stage at Carnegie Hall,New York,NY,-73.985298,40.765202
216,Holiday Brass w/ New York Philharmonic,2023-12-17,14:00:00,"{'id': 'KnvZfZ7vAeJ', 'name': 'Classical'}",David Geffen Hall,New York,NY,-73.9841,40.7761
217,Little Shop of Horrors,2023-12-17,14:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
218,A Celtic Christmas by a Taste of Ireland presented by Pace Live,2023-12-17,15:00:00,"{'id': 'KnvZfZ7vAeF', 'name': 'World'}",Bardavon 1869 Opera House,Poughkeepsie,NY,-73.928672,41.70304
219,A Charlie Brown Christmas - Live!,2023-12-17,16:00:00,"{'id': 'KnvZfZ7vAvk', 'name': ""Children's Music""}",Great Cedar Showroom at Foxwoods Resort Casino,Mashantucket,CT,-71.975699,41.4489233
220,Alexa Valentino,2023-12-17,17:00:00,"{'id': 'KnvZfZ7vAev', 'name': 'Pop'}",Mercury Lounge,New York,NY,-73.986806,40.722036
221,Bobby Weir & Wolf Bros Featuring The Wolfpack,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",The Capitol Theatre,Port Chester,NY,-73.6654488,41.0013461
222,Darlene Love,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Tarrytown Music Hall,Tarrytown,NY,-73.846001,41.085098
223,Martina McBride,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAv6', 'name': 'Country'}",Bergen Performing Arts Center,Englewood,NJ,-73.97511,40.895358
224,Fantastic Cat,2023-12-17,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Bowery Ballroom,New York,NY,-73.993542,40.720364
225,Mariah Carey - Merry Christmas One And All!,2023-12-17,19:30:00,"{'id': 'KnvZfZ7vAev', 'name': 'Pop'}",Madison Square Garden,New York,NY,-73.9916006,40.7497062
226,Little Shop of Horrors,2023-12-17,19:30:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
227,Michael Bolton,2023-12-17,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mohegan Sun Arena,Uncasville,CT,-72.0914563,41.4915974
228,Never Home,2023-12-17,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mercury Lounge,New York,NY,-73.986806,40.722036
229,Justin Quiles,2023-12-17,20:00:00,"{'id': 'KnvZfZ7vAJ6', 'name': 'Latin'}",Ritz Theatre,Elizabeth,NJ,-74.2133999,40.6644999
230,Oratorio Society of New York,2023-12-18,19:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Stern Auditorium / Perelman Stage at Carnegie Hall,New York,NY,-73.985298,40.765202
231,Lauren Daigle - The Behold Christmas Tour,2023-12-18,19:30:00,"{'id': 'KnvZfZ7vAe7', 'name': 'Religious'}",Beacon Theatre,New York,NY,-73.980673,40.779925
232,Travis Scott Utopia Tour Presents Circus Maximus,2023-12-18,20:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",Barclays Center,Brooklyn,NY,-73.97519,40.68285
233,Light Sweet Crude,2023-12-19,18:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mercury Lounge,New York,NY,-73.986806,40.722036
234,The New England Symphonic Ensemble,2023-12-19,19:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Stern Auditorium / Perelman Stage at Carnegie Hall,New York,NY,-73.985298,40.765202
235,Little Shop of Horrors,2023-12-19,19:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
236,Lauren Daigle - The Behold Christmas Tour,2023-12-19,19:30:00,"{'id': 'KnvZfZ7vAe7', 'name': 'Religious'}",Beacon Theatre,New York,NY,-73.980673,40.779925
237,Travis Scott Utopia Tour Presents Circus Maximus,2023-12-19,20:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",Barclays Center,Brooklyn,NY,-73.97519,40.68285
238,Billy Joel - In Concert,2023-12-19,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Madison Square Garden,New York,NY,-73.9916006,40.7497062
239,Heaven & RIP Dunes Holiday Spectacular,2023-12-19,21:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mercury Lounge,New York,NY,-73.986806,40.722036
240,Little Shop of Horrors,2023-12-20,14:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
241,"Ian Biggs, Amanda Barise, Cristina",2023-12-20,18:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mercury Lounge,New York,NY,-73.986806,40.722036
242,The Bobby Lees,2023-12-20,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Bowery Ballroom,New York,NY,-73.993542,40.720364
243,Trans-Siberian Orchestra-The Ghosts Of Christmas Eve,2023-12-20,19:30:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",UBS Arena,Belmont Park - Long Island,NY,-73.72613877,40.71187893
244,Black Panther In Concert w/ New York Philharmonic,2023-12-20,19:30:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",David Geffen Hall,New York,NY,-73.9841,40.7761
245,The Celts,2023-12-20,19:30:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Ridgefield Playhouse,Ridgefield,CT,-73.502403,41.3064
